interpro_id,keywords
IPR011147,"aspartate,aspartate kinase,homoserine dehydrogenase,acid biosynthetic,homoserine,aspartate family,amino acid,amino,family amino,kinase activity,kinase,dehydrogenase activity,dehydrogenase,ch oh,oh,oh group,alpha amino,bifunctional aspartokinasehomoserine,aspartokinasehomoserine dehydrogenase,aspartokinasehomoserine,ch,group of,of donors,acid kinase,donors,carboxyl group,carboxylic acid,organic acid,dehydrogenase like,carboxylic,alpha,as acceptor,acceptor,carboxyl,bifunctional,on ch,or nadp,nad or,nadp as,the ch,nadp,nad,on the,molecule biosynthetic,group as,the,phosphotransferase activity,phosphotransferase,oxoacid metabolic,oxoacid,transferring phosphorus,containing groups"
IPR011149,"dna polymerase,exonuclease activity,exonuclease,polymerase activity,5 exonuclease,3 5,directed dna,polymerase,ii small,dna replication,dna directed,directed,replication,small subunit,archaeal,polymerase ii,nuclease activity,nucleotidyltransferase activity,nucleotidyltransferase,nuclease,on dna,on ester,ester bonds,ester,dna metabolic,ii,a nucleic,transferring phosphorus,containing groups"
IPR011150,"cutinase,cutinase activity,monofunctional,extracellular region,extracellular,ester,region,carboxylic ester,ester hydrolase,on ester,ester bonds,carboxylic"
IPR011152,"mj0912,phosphoesterase mj0912,phosphoesterase"
IPR011159,"serinethreonine phosphatase,phosphatase,phosphatase activity,phosphoprotein phosphatase,phosphoprotein,ppzppq1,phosphatase ppzppq1,protein serinethreonine,serinethreonine,ester,phosphoric ester,phosphoric,ester hydrolase,on ester,ester bonds,a protein"
IPR011160,"sphingomyelin,sphingomyelin phosphodiesterase,sphingomyelin catabolic,catabolic process,catabolic,lipid catabolic,phosphodiesterase,sphingolipid,phosphodiesterase activity,lipid,membrane lipid,lipid metabolic,sphingomyelin metabolic,phospholipid,phosphoric,phospholipid catabolic,cellular lipid,sphingolipid catabolic,organophosphate,sphingolipid metabolic,ester,phospholipase activity,phosphoric diester,diester hydrolase,diester,lipase activity,lipase,organophosphate catabolic,phospholipase,phospholipid metabolic,phosphoric ester,ester hydrolase,cellular catabolic,compound catabolic,organophosphate metabolic,substance catabolic,amide metabolic,on ester,ester bonds,phosphate containing,amide,phosphorus metabolic"
IPR011161,"recognition like,antigen recognition,like antigen,i like,mhc class,mhc,class i,antigen,class,recognition"
IPR011162,"classes iii,classes,mhc classes,antigen recognition,like antigen,recognition protein,iii like,mhc,antigen,iii,recognition"
IPR011163,"serine,serine type,endopeptidase activity,endopeptidase,enteropeptidase,type endopeptidase,peptidase,proteolysis,peptidase activity,peptidase s1a,s1a,serine hydrolase,type peptidase,a protein"
IPR011166,"lyase,aromatic amino,lyase activity,carbon lyase,eliminating lyase,carbon carbon,eliminating,beta eliminating,amino acid,amino,lyase family,oxoacid metabolic,oxoacid,beta,carboxylic acid,organic acid,carboxylic"
IPR011167,"fumarate hydratase,fumarate,hydratase,hydratase activity,lyase activity,lyase,dependent fumarate,metabolites,of precursor,metabolites and,precursor metabolites,and energy,energy,generation of,iron dependent,precursor,generation,and,hydro,hydro lyase,oxygen lyase,carbon oxygen,iron,oxygen"
IPR011170,"epidermal growth,epidermal,peptidyl tyrosine,growth factor,growth,factor activated,of epidermal,phosphorylation,tyrosine phosphorylation,peptidyl,activated receptor,tyrosine,of protein,factor receptor,receptor binding,modification,activated,of signaling,protein phosphorylation,receptor activity,kinase activity,vaccinia c11r,c11r type,c11r,kinase,of peptidyl,tyrosine modification,vaccinia,protein modification,modification process,of kinase,phosphorus metabolic,of transferase,of phosphorylation,signaling receptor,signal transduction,transduction,cell communication,communication,of phosphate,of phosphorus,signal,tyrosine kinase,of catalytic,peptidyl amino,acid modification,protein tyrosine,of signal,of response,of molecular,phosphate metabolic,of cell,protein kinase,function,phosphate containing,macromolecule modification,amino acid,of nitrogen,of primary,amino,of macromolecule,protein binding,of metabolic"
IPR011171,"filament debranching,actin filament,filament,actin,arp23,arp23 complex,debranching,complex binding,glia maturation,glia,filament severing,severing,maturation factor,filament based,based process,maturation,based"
IPR011172,"of host,host,tumor necrosis,modulation,tumor,necrosis factor,necrosis,modulation by,host defense,mediated perturbation,perturbation,perturbation of,mediated,mediated signaling,factor mediated,symbiont,defenses,to tumor,virus mediated,receptor activity,virus,to cytokine,to host,by virus,virus of,cytokine,host process,symbiont of,defense,defense response,by symbiont,host cellular,signaling pathway,interaction,by,pathway,process involved,to organic,organism,factor receptor,involved,involved in,other organism,biotic stimulus,biotic,receptor ii,tnf alpha,alpha receptor,to chemical,to external,chemical,external,death receptor,other,defenses of,of other,host defenses,to defenses,tnf,symbiont mediated,cytokine mediated,cytokine stimulus,signaling receptor,of process,process of,modulation of,of another,another organism,another,poxvirus,in interaction,interaction with,symbiotic,symbiotic interaction,in symbiotic,with host,chemical stimulus,death,external biotic,to other,surface receptor,to biotic,cell surface,viral process,interspecies,in interspecies,interspecies interaction,interaction between,between organisms,external stimulus,organisms,between,surface,transmembrane signaling,viral,transducer activity,molecular transducer,transducer,receptor signaling,with,ii,transduction,signal transduction,cell communication,communication,alpha,signal"
IPR011174,"actin binding,actin,ezrinradixinmoesin,protein binding,cytoskeletal protein,cytoskeletal"
IPR011175,"alpha s2,s2 casein,s2,extracellular region,casein,extracellular,region,alpha"
IPR011176,"complement,of immune,immune,complement activation,of complement,immune response,immune effector,effector process,humoral immune,humoral,complement binding,of humoral,negative regulation,negative,activation,immune system,positive regulation,system process,positive,effector,of response,complement control,protein c3b5,c3b5,control protein,control,activation of,protein binding"
IPR011177,"factor tfiid,tfiid,polymerase complex,lumen,tfiid complex,transcription initiation,rna polymerase,initiation,polymerase,regulator complex,directed rna,organelle lumen,transferase complex,dna directed,nuclear,polymerase ii,directed,templated transcription,dna templated,templated,transcription regulator,transcription factor,tfiid subunit,ii,holoenzyme,nuclear dna,nucleoplasm,animal,subunit 1,ii transcription,nuclear lumen,initiation factor,enclosed,membrane enclosed,enclosed lumen,nuclear protein,intracellular protein,catalytic complex,nucleus,rna biosynthetic,transferring phosphorus,containing groups"
IPR011178,"amyloidogenic,amyloidogenic glycoprotein,copper binding,transition metal,transition,copper,glycoprotein,cation binding"
IPR011179,"diphosphate delta,isopentenyl diphosphate,isopentenyl,delta isomerase,isoprenoid,fmn,delta,diphosphate,isomerase,isoprenoid biosynthetic,fmn binding,intramolecular oxidoreductase,isomerase activity,intramolecular,lipid,lipid metabolic,cc bonds,transposing cc,fmn dependent,transposing,cc,isoprenoid metabolic,lipid biosynthetic,cellular lipid,ribonucleotide binding,derivative binding,ribonucleotide,anion binding,nucleotide binding,phosphate binding,heterocyclic,heterocyclic compound,molecule binding"
IPR011181,"methyltransferase activity,methyltransferase,5 cap,cap guanine,mrna 5,guanine n7,n7 methyltransferase,n7,viral,viral nucleocapsid,nucleocapsid,mrna,cap,guanine,gtp binding,gtp,guanyl,ribonucleotide binding,viral process,ribonucleotide,nucleotide binding,protein vp3,purine,mrna methyltransferase,vp3,rotavirus,rna methyltransferase,guanyl ribonucleotide,n methyltransferase,viral capsid,adenosylmethionine dependent,guanyl nucleotide,s adenosylmethionine,adenosylmethionine,virion component,dependent methyltransferase,capsid,virion,transferring one,carbon groups,one carbon,one,on rna,triphosphate binding,derivative binding,purine ribonucleoside,a nucleic,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR011182,"aspartate dehydrogenase,pyridine,nucleotide biosynthetic,aspartate,nad biosynthetic,nucleotide metabolic,nicotinamide nucleotide,nicotinamide,pyridine nucleotide,pyridine containing,nad,dehydrogenase activity,purine,dehydrogenase,purine containing,l aspartate,organophosphate,nad metabolic,purine nucleotide,nh2 group,ch nh2,nh2,phosphate biosynthetic,organophosphate biosynthetic,the ch,phosphate metabolic,containing small,ch,on the,organophosphate metabolic,group of,the,of donors,phosphate containing,phosphorus metabolic,donors"
IPR011183,"diphosphate,catabolic process,catabolic,diphosphate catabolic,ribonucleoside diphosphate,diphosphate metabolic,nucleoside diphosphate,purine,diphosphate fructose,triphosphate metabolic,pyridine,compound catabolic,1 phosphotransferase,phosphate 1,nucleotide catabolic,fructose 6,phosphofructokinase,nucleotide metabolic,ribonucleotide,ribonucleoside,purine nucleoside,fructose,glycolytic process,glycolytic,ribonucleotide catabolic,triphosphate,pyridine nucleotide,6 phosphate,pyridine containing,purine ribonucleoside,nucleoside triphosphate,adp,phosphotransferase activity,phosphofructokinase pfpb,pfpb,ribonucleotide metabolic,phosphotransferase,ribonucleotide binding,purine containing,purine ribonucleotide,ribonucleoside triphosphate,dependent phosphofructokinase,pyrophosphate dependent,nucleotide binding,purine nucleotide,phosphate metabolic,organophosphate,kinase activity,phosphofructokinase activity,atp binding,adenyl,pyrophosphate,kinase,adp catabolic,adp metabolic,carbohydrate kinase,pyruvate metabolic,phosphate catabolic,organophosphate catabolic,nicotinamide nucleotide,nicotinamide,atp metabolic,derivative catabolic,pyruvate,carbohydrate catabolic,heterocycle catabolic,ribose phosphate,ribose,monocarboxylic,monocarboxylic acid,of precursor,metabolites,metabolites and,precursor metabolites,and energy,energy,generation of,precursor,generation,containing small,cellular catabolic,derivative metabolic,alcohol group,organophosphate metabolic,carbohydrate metabolic,group as,substance catabolic,alcohol,adenyl ribonucleotide,phosphate containing,phosphorus metabolic,adenyl nucleotide,triphosphate binding,oxoacid metabolic,oxoacid,derivative binding,carboxylic acid,organic acid,carboxylic,anion binding,transferring phosphorus,phosphate binding,and,heterocyclic compound,heterocyclic,containing groups,as acceptor,acceptor,molecule binding"
IPR011184,"mismatch repair,mismatch,mismatched dna,mismatched,repair,msh2 type,repair msh2,msh2,ribonucleotide binding,ribonucleotide,nucleotide binding,purine,to stress,atp binding,stress,adenyl,dna mismatch,double stranded,stranded dna,stranded,double,dna repair,damage response,dna damage,damage,adenyl ribonucleotide,dna metabolic,adenyl nucleotide,triphosphate binding,derivative binding,purine ribonucleoside,purine ribonucleotide,ribonucleoside triphosphate,triphosphate,anion binding,ribonucleoside,phosphate binding,purine nucleotide,heterocyclic,heterocyclic compound,molecule binding"
IPR011188,
IPR011189,
IPR011190,"acetyltransferase activity,acetyl coal,coal,coal glutamate,glutamate n,acetyltransferase,n acetyltransferase,acyltransferase activity,acyltransferase,acetyl,glutamate,acetylglutamate synthase,n acetylglutamate,acetylglutamate,n acyltransferase,fungal,groups other,than amino,transferring groups,amino acyl,acyl groups,other than,than,acyl,other,synthase,amino"
IPR011191,
IPR011192,"carboxylase lysine,bisphosphate carboxylase,ribulose bisphosphate,ribulose,methyltransferase,methyltransferase activity,chloroplast,carboxylase,lysine n,bisphosphate,n methyltransferase,lsmt methyltransferase,lysine,rubisco lsmt,lsmt,rubisco,plastid,adenosylmethionine dependent,plant,s adenosylmethionine,adenosylmethionine,dependent methyltransferase,transferring one,carbon groups,one carbon,one,cytoplasm"
IPR011193,"lyase activity,lyase,carboxy lyase,carboxy,ornithinelysinearginine,ornithinelysinearginine decarboxylase,amino acid,amino,cytoplasm,decarboxylase,carbon lyase,carbon carbon,oxoacid metabolic,oxoacid,carboxylic acid,organic acid,carboxylic"
IPR011194,
IPR011195,
IPR011197,
IPR011199,"biosynthesis bshc,bshc,bacillithiol biosynthesis,bacillithiol,biosynthesis"
IPR011200,
IPR011201,"ribbon domain,zinc ribbon,ribbon,bacteria,zinc"
IPR011202,
IPR011204,"protein rhum,rhum,rhum like,virulence protein,virulence"
IPR011205,
IPR011206,"lyase beta,citrate lyase,citrate,subunit like,beta subunit,lyase,beta"
IPR011207,"of host,modulation,by virus,virus of,modulation by,host,host apoptotic,suppression by,suppression,apoptotic process,apoptotic,by,virus,host process,symbiont of,by symbiont,host cellular,interaction,process involved,symbiont,cell death,death,involved,involved in,orthopoxvirus protein,protein f1,orthopoxvirus,f1,of process,process of,modulation of,of another,another organism,another,in interaction,interaction with,symbiotic interaction,symbiotic,in symbiotic,programmed,programmed cell,with host,viral process,interspecies,interspecies interaction,in interspecies,between organisms,interaction between,organisms,between,organism,viral,with"
IPR011212,"b14b22c16,protein b14b22c16,poxvirus"
IPR011213,"nicotinic acid,mononucleotide biosynthesis,nicotinic,acid mononucleotide,mononucleotide,biosynthesis protein,biosynthesis"
IPR011214,
IPR011215,"protease stip,stip,cysteine protease,protease,cysteine"
IPR011217,"antibiotic,antibiotic catabolic,to antibiotic,lyase,magnesium ion,lyase activity,magnesium,streptogramin,streptogramin lyase,oxygen lyase,catabolic process,catabolic,carbon oxygen,oxygen,antibiotic metabolic,to chemical,chemical,cation binding"
